Hourly load ,,,
MW ,,,
ENTSO-E ,,,
country,date,hour,Value
Austria,01/03/2024,8,8392.75
Austria,01/03/2024,9,8339.25
Austria,01/03/2024,10,8219.75
Austria,01/03/2024,11,8055
Austria,01/03/2024,12,7866.5
Austria,01/03/2024,13,7729.5
Austria,01/03/2024,14,7681.5
Austria,01/03/2024,15,7754.5
Austria,01/03/2024,16,7881.25
Austria,01/03/2024,17,8134.5
Austria,01/03/2024,18,8185.75
Austria,01/03/2024,19,7844.25
Austria,01/03/2024,20,7328.5
Austria,01/03/2024,21,6770.75
Austria,01/03/2024,22,6578.25
Austria,01/03/2024,23,6113
Austria,01/04/2024,0,4821
Austria,01/04/2024,1,4594.5
Austria,01/04/2024,2,4515.25
Austria,01/04/2024,3,4414.25
Austria,01/04/2024,4,4478.25
Austria,01/04/2024,5,4625.75
Austria,01/04/2024,6,4922
Austria,01/04/2024,7,5063.25
Austria,01/04/2024,8,5269.25
Austria,01/04/2024,9,5484
Austria,01/04/2024,10,5537
Austria,01/04/2024,11,5692
Austria,01/04/2024,12,5711.25
Austria,01/04/2024,13,5601.75
Austria,01/04/2024,14,5523.25
Austria,01/04/2024,15,5600
Austria,01/04/2024,16,5698.25
Austria,01/04/2024,17,5903.75
Austria,01/04/2024,18,6237
Austria,01/04/2024,19,6419
Austria,01/04/2024,20,6201.75
Austria,01/04/2024,21,5880.5
Austria,01/04/2024,22,5759.75
Austria,01/04/2024,23,5391.75
Austria,01/05/2024,0,5262.25
Austria,01/05/2024,1,4947.75
Austria,01/05/2024,2,4822
Austria,01/05/2024,3,4667.5
Austria,01/05/2024,4,4650.75
Austria,01/05/2024,5,4767.75
Austria,01/05/2024,6,4770.75
Austria,01/05/2024,7,4883
Austria,01/05/2024,8,5150.5
Austria,01/05/2024,9,5399.25
Austria,01/05/2024,10,5557
Austria,01/05/2024,11,5700.75
Austria,01/05/2024,12,5598.25
Austria,01/05/2024,13,5426.75
Austria,01/05/2024,14,5202.5
Austria,01/05/2024,15,4924
Austria,01/05/2024,16,4919.75
Austria,01/05/2024,17,5199
Austria,01/05/2024,18,5565
Austria,01/05/2024,19,5861
Austria,01/05/2024,20,5976
Austria,01/05/2024,21,5729
Austria,01/05/2024,22,5605.5
Austria,01/05/2024,23,5234.25
Austria,01/06/2024,0,5073.25
Austria,01/06/2024,1,4791.75
Austria,01/06/2024,2,4693.75
Austria,01/06/2024,3,4529.75
Austria,01/06/2024,4,4538
Austria,01/06/2024,5,4699.25
Austria,01/06/2024,6,4979.75
Austria,01/06/2024,7,5297.75
Austria,01/06/2024,8,5707
Austria,01/06/2024,9,6050
Austria,01/06/2024,10,6286.5
Austria,01/06/2024,11,6521.75
Austria,01/06/2024,12,6480.75
Austria,01/06/2024,13,6336.75
Austria,01/06/2024,14,6119.75
Austria,01/06/2024,15,5902
Austria,01/06/2024,16,5822.75
Austria,01/06/2024,17,5890.25
Austria,01/06/2024,18,5853
Austria,01/06/2024,19,5781.25
Austria,01/06/2024,20,5746.5
Austria,01/06/2024,21,5555.25
Austria,01/06/2024,22,5388.75
Austria,01/06/2024,23,5038.75
Austria,01/07/2024,0,5151.5
Austria,01/07/2024,1,4931.75
Austria,01/07/2024,2,4814.25
Austria,01/07/2024,3,4740
Austria,01/07/2024,4,4886.25
Austria,01/07/2024,5,5437
Austria,01/07/2024,6,6497.5
Austria,01/07/2024,7,7270.75
Austria,01/07/2024,8,7756.75
Austria,01/07/2024,9,7909.5
Austria,01/07/2024,10,7904.75
Austria,01/07/2024,11,7853.75
Austria,01/07/2024,12,7819.25
Austria,01/07/2024,13,7888.75
Austria,01/07/2024,14,7675.25
Austria,01/07/2024,15,7648.25
Austria,01/07/2024,16,7590
Austria,01/07/2024,17,7533
Austria,01/07/2024,18,7434.5
Austria,01/07/2024,19,7233.5
Austria,01/07/2024,20,6959.25
Austria,01/07/2024,21,6673.5
Austria,01/07/2024,22,6321.5
Austria,01/07/2024,23,5859.5
Austria,01/08/2024,0,5435.75
Austria,01/08/2024,1,5077.75
Austria,01/08/2024,2,4959.75
Austria,01/08/2024,3,4871.5
Austria,01/08/2024,4,5006
Austria,01/08/2024,5,5524
Austria,01/08/2024,6,6382.25
Austria,01/08/2024,7,7055
Austria,01/08/2024,8,7433.75
Austria,01/08/2024,9,7527
Austria,01/08/2024,10,7542
Austria,01/08/2024,11,7397.25
Austria,01/08/2024,12,6822.25
Austria,01/08/2024,13,6498.5
Austria,01/08/2024,14,6450.25
Austria,01/08/2024,15,6463.25
Austria,01/08/2024,16,6675.75
Austria,01/08/2024,17,7077
Austria,01/08/2024,18,7314.5
Austria,01/08/2024,19,7118.5
Austria,01/08/2024,20,6869.25
Austria,01/08/2024,21,6465.75
Austria,01/08/2024,22,6151.5
Austria,01/08/2024,23,5663.75
Austria,01/09/2024,0,5126
Austria,01/09/2024,1,4849.25
Austria,01/09/2024,2,4775
Austria,01/09/2024,3,4674.75
Austria,01/09/2024,4,4609.5
Austria,01/09/2024,5,4716.25
Austria,01/09/2024,6,4953.75
Austria,01/09/2024,7,5158
Austria,01/09/2024,8,5410.5
Austria,01/09/2024,9,5538.5
Austria,01/09/2024,10,5521
Austria,01/09/2024,11,5472.25
Austria,01/09/2024,12,5289
Austria,01/09/2024,13,5180.25
Austria,01/09/2024,14,5195.75
Austria,01/09/2024,15,5362.25
Austria,01/09/2024,16,5617.25
Austria,01/09/2024,17,5966.75
Austria,01/09/2024,18,6271.25
Austria,01/09/2024,19,6410.25
Austria,01/09/2024,20,6342.25
Austria,01/09/2024,21,5943.25
Austria,01/09/2024,22,5828.5
Austria,01/09/2024,23,5466.75
Austria,10/01/2024,0,7227
Austria,10/01/2024,1,6961.25
Austria,10/01/2024,2,6812
Austria,10/01/2024,3,6721.75
Austria,10/01/2024,4,6877.5
Austria,10/01/2024,5,7563.25
Austria,10/01/2024,6,8777
Austria,10/01/2024,7,9786
Austria,10/01/2024,8,10178
Austria,10/01/2024,9,9975.75
Austria,10/01/2024,10,9682.25
Austria,10/01/2024,11,9422.25
Austria,10/01/2024,12,9112
Austria,10/01/2024,13,9013.75
Austria,10/01/2024,14,8971.25
Austria,10/01/2024,15,9251.5
Austria,10/01/2024,16,9624.5
Austria,10/01/2024,17,9880.25
Austria,10/01/2024,18,9772.75
Austria,10/01/2024,19,9359.75
Austria,10/01/2024,20,8848.25
Austria,10/01/2024,21,8260
Austria,10/01/2024,22,8061.25
Austria,10/01/2024,23,7553.5
Austria,10/10/2024,0,5718
Austria,10/10/2024,1,5478.25
Austria,10/10/2024,2,5426.5
Austria,10/10/2024,3,5301.5
Austria,10/10/2024,4,5474
Austria,10/10/2024,5,6078.75
Austria,10/10/2024,6,7237.5
Austria,10/10/2024,7,8003
Austria,10/10/2024,8,8137.75
Austria,10/10/2024,9,8178.5
Austria,10/10/2024,10,8404.25
Austria,10/10/2024,11,8351.5
Austria,10/10/2024,12,8221
Austria,10/10/2024,13,8444.25
Austria,10/10/2024,14,8410.25
Austria,10/10/2024,15,8242.25
Austria,10/10/2024,16,8283.75
Austria,10/10/2024,17,8374.5
Austria,10/10/2024,18,8407
Austria,10/10/2024,19,8136
Austria,10/10/2024,20,7582
Austria,10/10/2024,21,6948.5
Austria,10/10/2024,22,6576.75
Austria,10/10/2024,23,6114.5
Austria,10/11/2024,0,5586
Austria,10/11/2024,1,5323.5
Austria,10/11/2024,2,5247.5
Austria,10/11/2024,3,5150.25
Austria,10/11/2024,4,5200.25
Austria,10/11/2024,5,5437
Austria,10/11/2024,6,5700.5
Austria,10/11/2024,7,6021.5
Austria,10/11/2024,8,6218.5
Austria,10/11/2024,9,6355.75
Austria,10/11/2024,10,6462.5
Austria,10/11/2024,11,6556.5
Austria,10/11/2024,12,6394.75
Austria,10/11/2024,13,6265.5
Austria,10/11/2024,14,6271.25
Austria,10/11/2024,15,6528.75
Austria,10/11/2024,16,6866.25
Austria,10/11/2024,17,7212.75
Austria,10/11/2024,18,7201.75
Austria,10/11/2024,19,6989.5
Austria,10/11/2024,20,6694.5
Austria,10/11/2024,21,6341.25
Austria,10/11/2024,22,6322.25
Austria,10/11/2024,23,5953.25
Austria,10/12/2024,0,7303.25
Austria,10/12/2024,1,7008.75
Austria,10/12/2024,2,6883
Austria,10/12/2024,3,6862
Austria,10/12/2024,4,7043.75
Austria,10/12/2024,5,7727
Austria,10/12/2024,6,8823.25
Austria,10/12/2024,7,9779.5
Austria,10/12/2024,8,10147.5
Austria,10/12/2024,9,10106.25
Austria,10/12/2024,10,10120.25
Austria,10/12/2024,11,9992.25
Austria,10/12/2024,12,9827
Austria,10/12/2024,13,9819.75
Austria,10/12/2024,14,9750.25
Austria,10/12/2024,15,9856.75
Austria,10/12/2024,16,10080.5
Austria,10/12/2024,17,10083.5
Austria,10/12/2024,18,9830
Austria,10/12/2024,19,9452.5
Austria,10/12/2024,20,8874.25
Austria,10/12/2024,21,8268
Austria,10/12/2024,22,7968.5
Austria,10/12/2024,23,7531.25
Austria,10/02/2024,0,5829
Austria,10/02/2024,1,5553.75
Austria,10/02/2024,2,5385.5
Austria,10/02/2024,3,5257.75
Austria,10/02/2024,4,5311.25
Austria,10/02/2024,5,5640
Austria,10/02/2024,6,6065
Austria,10/02/2024,7,6441.25
Austria,10/02/2024,8,6643.75
Austria,10/02/2024,9,6859.25
Austria,10/02/2024,10,6945
Austria,10/02/2024,11,7034.25
Austria,10/02/2024,12,6884.25
Austria,10/02/2024,13,6608.75
Austria,10/02/2024,14,6574.75
Austria,10/02/2024,15,6718.5
Austria,10/02/2024,16,6868.75
Austria,10/02/2024,17,7238
Austria,10/02/2024,18,7243
Austria,10/02/2024,19,6915.5
Austria,10/02/2024,20,6495.5
Austria,10/02/2024,21,6107.25
Austria,10/02/2024,22,6066.75
Austria,10/02/2024,23,5689.25
Austria,10/03/2024,0,5231.75
Austria,10/03/2024,1,4958.75
Austria,10/03/2024,2,4886.75
Austria,10/03/2024,3,4814.25
Austria,10/03/2024,4,4846.5
Austria,10/03/2024,5,5015.25
Austria,10/03/2024,6,5245.25
Austria,10/03/2024,7,5575.5
Austria,10/03/2024,8,5831
Austria,10/03/2024,9,5982.75
Austria,10/03/2024,10,6029.5
Austria,10/03/2024,11,5983
Austria,10/03/2024,12,5715.25
Austria,10/03/2024,13,5518.75
Austria,10/03/2024,14,5396.75
Austria,10/03/2024,15,5416.5
Austria,10/03/2024,16,5715.5
Austria,10/03/2024,17,6263.5
Austria,10/03/2024,18,6594
Austria,10/03/2024,19,6535.25
Austria,10/03/2024,20,6249.75
Austria,10/03/2024,21,5916
Austria,10/03/2024,22,5917
Austria,10/03/2024,23,5536.25
Austria,10/04/2024,0,5594
Austria,10/04/2024,1,5323.5
Austria,10/04/2024,2,5240.25
Austria,10/04/2024,3,5145.25
Austria,10/04/2024,4,5291.75
Austria,10/04/2024,5,5967.25
Austria,10/04/2024,6,7091
Austria,10/04/2024,7,7781.5
Austria,10/04/2024,8,8189.25
Austria,10/04/2024,9,8329
Austria,10/04/2024,10,8389.25
Austria,10/04/2024,11,8321.5
Austria,10/04/2024,12,7968.5
Austria,10/04/2024,13,7684.25
Austria,10/04/2024,14,7377
Austria,10/04/2024,15,7186
Austria,10/04/2024,16,7085
Austria,10/04/2024,17,7205.75
Austria,10/04/2024,18,7315.5
Austria,10/04/2024,19,7437
Austria,10/04/2024,20,7252.75
Austria,10/04/2024,21,6731.75
Austria,10/04/2024,22,6409.5
Austria,10/04/2024,23,5917.5
Austria,10/05/2024,0,4874.25
Austria,10/05/2024,1,4624
Austria,10/05/2024,2,4534.75
Austria,10/05/2024,3,4462
Austria,10/05/2024,4,4607.25
Austria,10/05/2024,5,5106
Austria,10/05/2024,6,5785.5
Austria,10/05/2024,7,5945.75
Austria,10/05/2024,8,5924.75
Austria,10/05/2024,9,5874.25
Austria,10/05/2024,10,5899
Austria,10/05/2024,11,5963.5
Austria,10/05/2024,12,5897.5
Austria,10/05/2024,13,5757.5
Austria,10/05/2024,14,5567.25
Austria,10/05/2024,15,5574.75
Austria,10/05/2024,16,5549.75
Austria,10/05/2024,17,5644.5
Austria,10/05/2024,18,5946
Austria,10/05/2024,19,6080.25
Austria,10/05/2024,20,6111.75
Austria,10/05/2024,21,5902.5
Austria,10/05/2024,22,5690.5
Austria,10/05/2024,23,5249.25
Austria,10/06/2024,0,5100.75
Austria,10/06/2024,1,4844
Austria,10/06/2024,2,4769
Austria,10/06/2024,3,4698.5
Austria,10/06/2024,4,4895.5
Austria,10/06/2024,5,5458.25
Austria,10/06/2024,6,6674.75
Austria,10/06/2024,7,7427.75
Austria,10/06/2024,8,7970.25
Austria,10/06/2024,9,8127.5
Austria,10/06/2024,10,8318
Austria,10/06/2024,11,8382.25
Austria,10/06/2024,12,7891
Austria,10/06/2024,13,7871.5
Austria,10/06/2024,14,7581.5
Austria,10/06/2024,15,7316.5
Austria,10/06/2024,16,7065.25
Austria,10/06/2024,17,6902.5
Austria,10/06/2024,18,6925.25
Austria,10/06/2024,19,6965.5
Austria,10/06/2024,20,6853.5
Austria,10/06/2024,21,6610.75
Austria,10/06/2024,22,6292
Austria,10/06/2024,23,5775.5
Austria,10/07/2024,0,5681.75
Austria,10/07/2024,1,5406
Austria,10/07/2024,2,5273.25
Austria,10/07/2024,3,5212.75
Austria,10/07/2024,4,5333.75
Austria,10/07/2024,5,5806.5
Austria,10/07/2024,6,6639.75
Austria,10/07/2024,7,7252.5
Austria,10/07/2024,8,7545
Austria,10/07/2024,9,7503.75
Austria,10/07/2024,10,7404
Austria,10/07/2024,11,7402.25
Austria,10/07/2024,12,7396
Austria,10/07/2024,13,7742.75
Austria,10/07/2024,14,7623.25
Austria,10/07/2024,15,7286.75
Austria,10/07/2024,16,7312
Austria,10/07/2024,17,7591.75
Austria,10/07/2024,18,7749
Austria,10/07/2024,19,7581
Austria,10/07/2024,20,7252.75
Austria,10/07/2024,21,6915.75
Austria,10/07/2024,22,6532
Austria,10/07/2024,23,5998.25
Austria,10/08/2024,0,5167.25
Austria,10/08/2024,1,4809
Austria,10/08/2024,2,4695
Austria,10/08/2024,3,4565.5
Austria,10/08/2024,4,4570.25
Austria,10/08/2024,5,4783.75
Austria,10/08/2024,6,5038.5
Austria,10/08/2024,7,5338.25
Austria,10/08/2024,8,5660.5
Austria,10/08/2024,9,5834.5
Austria,10/08/2024,10,5805.25
Austria,10/08/2024,11,5728.25
Austria,10/08/2024,12,5552.25
Austria,10/08/2024,13,5484.25
Austria,10/08/2024,14,5382.5
Austria,10/08/2024,15,5405.25
Austria,10/08/2024,16,5465.25
Austria,10/08/2024,17,5707
Austria,10/08/2024,18,5852
Austria,10/08/2024,19,6007.25
Austria,10/08/2024,20,5975.5
Austria,10/08/2024,21,5798.75
Austria,10/08/2024,22,5601.75
Austria,10/08/2024,23,5187
Austria,10/09/2024,0,5511
Austria,10/09/2024,1,5220.75
Austria,10/09/2024,2,5147.25
Austria,10/09/2024,3,5037.5
Austria,10/09/2024,4,5186
Austria,10/09/2024,5,5837.25
Austria,10/09/2024,6,7014.5
Austria,10/09/2024,7,7659
Austria,10/09/2024,8,7826.5
Austria,10/09/2024,9,7811.75
Austria,10/09/2024,10,7813.75
Austria,10/09/2024,11,7689
Austria,10/09/2024,12,7299.25
Austria,10/09/2024,13,7179.5
Austria,10/09/2024,14,7051.75
Austria,10/09/2024,15,7118.5
Austria,10/09/2024,16,7164.5
Austria,10/09/2024,17,7371
Austria,10/09/2024,18,7546.25
Austria,10/09/2024,19,7588.75
Austria,10/09/2024,20,7184
Austria,10/09/2024,21,6575
Austria,10/09/2024,22,6147
Austria,10/09/2024,23,5651
Austria,11/01/2024,0,7247.75
Austria,11/01/2024,1,6985.5
Austria,11/01/2024,2,6879.25
Austria,11/01/2024,3,6817.25
Austria,11/01/2024,4,6996
Austria,11/01/2024,5,7698.5
Austria,11/01/2024,6,8955.5
Austria,11/01/2024,7,9905
Austria,11/01/2024,8,10230
Austria,11/01/2024,9,9961.5
Austria,11/01/2024,10,9725.75
Austria,11/01/2024,11,9423.25
Austria,11/01/2024,12,9124.25
Austria,11/01/2024,13,9007.5
Austria,11/01/2024,14,9008.25
Austria,11/01/2024,15,9279.75
Austria,11/01/2024,16,9596.75
Austria,11/01/2024,17,9901.75
Austria,11/01/2024,18,9791.75
Austria,11/01/2024,19,9363
Austria,11/01/2024,20,8760.75
Austria,11/01/2024,21,8106
Austria,11/01/2024,22,7856
Austria,11/01/2024,23,7361
Austria,11/10/2024,0,5851.5
Austria,11/10/2024,1,5561.75
Austria,11/10/2024,2,5495.5
Austria,11/10/2024,3,5439.5
Austria,11/10/2024,4,5505
Austria,11/10/2024,5,6150.25
Austria,11/10/2024,6,7364.5
Austria,11/10/2024,7,8103.75
Austria,11/10/2024,8,8257
Austria,11/10/2024,9,7992.5
Austria,11/10/2024,10,7883.75
Austria,11/10/2024,11,7650
Austria,11/10/2024,12,7261.75
Austria,11/10/2024,13,7110.75
Austria,11/10/2024,14,6972.75
Austria,11/10/2024,15,6962.5
Austria,11/10/2024,16,7232.5
Austria,11/10/2024,17,7637.75
Austria,11/10/2024,18,7840.75
Austria,11/10/2024,19,7599
Austria,11/10/2024,20,7107.5
Austria,11/10/2024,21,6524.75
Austria,11/10/2024,22,6261
Austria,11/10/2024,23,5834.75
Austria,11/11/2024,0,5786
Austria,11/11/2024,1,5589
Austria,11/11/2024,2,5527.5
Austria,11/11/2024,3,5510
Austria,11/11/2024,4,5671.75
Austria,11/11/2024,5,6530
Austria,11/11/2024,6,7871
Austria,11/11/2024,7,8755
Austria,11/11/2024,8,9133.25
Austria,11/11/2024,9,9131.5
Austria,11/11/2024,10,9117.5
Austria,11/11/2024,11,9076.25
Austria,11/11/2024,12,9013
Austria,11/11/2024,13,9062.75
Austria,11/11/2024,14,9014
Austria,11/11/2024,15,9050.5
Austria,11/11/2024,16,9121
Austria,11/11/2024,17,9205.75
Austria,11/11/2024,18,8981
Austria,11/11/2024,19,8540.75
Austria,11/11/2024,20,7998.25
Austria,11/11/2024,21,7425
Austria,11/11/2024,22,7113.75
Austria,11/11/2024,23,6659.25
Austria,11/12/2024,0,7202.5
Austria,11/12/2024,1,6957
Austria,11/12/2024,2,6904.75
Austria,11/12/2024,3,6806.5
Austria,11/12/2024,4,7011.5
Austria,11/12/2024,5,7718.5
Austria,11/12/2024,6,8849.5
Austria,11/12/2024,7,9773.25
Austria,11/12/2024,8,10224.25
Austria,11/12/2024,9,10228.25
Austria,11/12/2024,10,10224.5
Austria,11/12/2024,11,10084.5
Austria,11/12/2024,12,9861.5
Austria,11/12/2024,13,9786.75
Austria,11/12/2024,14,9694.5
Austria,11/12/2024,15,9803
Austria,11/12/2024,16,9956
Austria,11/12/2024,17,9952.5
Austria,11/12/2024,18,9747.75
Austria,11/12/2024,19,9375.25
Austria,11/12/2024,20,8878
Austria,11/12/2024,21,8319
Austria,11/12/2024,22,8034.75
Austria,11/12/2024,23,7577.25
Austria,11/02/2024,0,5416
Austria,11/02/2024,1,5136.25
Austria,11/02/2024,2,5058.5
Austria,11/02/2024,3,4948.75
Austria,11/02/2024,4,4987.75
Austria,11/02/2024,5,5202.25
Austria,11/02/2024,6,5475.25
Austria,11/02/2024,7,5941.25
Austria,11/02/2024,8,6352.25
Austria,11/02/2024,9,6808.5
Austria,11/02/2024,10,7108.5
Austria,11/02/2024,11,7292.5
Austria,11/02/2024,12,7102.25
Austria,11/02/2024,13,6836.75
Austria,11/02/2024,14,6659.75
Austria,11/02/2024,15,6645.75
Austria,11/02/2024,16,6702.5
Austria,11/02/2024,17,7099.25
Austria,11/02/2024,18,7304.5
Austria,11/02/2024,19,7115
Austria,11/02/2024,20,6703
Austria,11/02/2024,21,6322.5
Austria,11/02/2024,22,6351.25
Austria,11/02/2024,23,6012.5
Austria,11/03/2024,0,5536
Austria,11/03/2024,1,5299.5
Austria,11/03/2024,2,5235.5
Austria,11/03/2024,3,5202.25
Austria,11/03/2024,4,5502.25
Austria,11/03/2024,5,6152.75
Austria,11/03/2024,6,7284
Austria,11/03/2024,7,8048.25
Austria,11/03/2024,8,8317.5
Austria,11/03/2024,9,8296.75
Austria,11/03/2024,10,8229.5
Austria,11/03/2024,11,8117.5
Austria,11/03/2024,12,7853.5
Austria,11/03/2024,13,7713
Austria,11/03/2024,14,7576.5
Austria,11/03/2024,15,7555.5
Austria,11/03/2024,16,7641.75
Austria,11/03/2024,17,7900
Austria,11/03/2024,18,8129.25
Austria,11/03/2024,19,7941.25
Austria,11/03/2024,20,7463
Austria,11/03/2024,21,6867.5
Austria,11/03/2024,22,6601
Austria,11/03/2024,23,6098.75
Austria,11/04/2024,0,5601.75
Austria,11/04/2024,1,5393.5
Austria,11/04/2024,2,5315.75
Austria,11/04/2024,3,5221.5
Austria,11/04/2024,4,5361
Austria,11/04/2024,5,6075.5
Austria,11/04/2024,6,7215
Austria,11/04/2024,7,7634
Austria,11/04/2024,8,7673
Austria,11/04/2024,9,7475
Austria,11/04/2024,10,7352.5
Austria,11/04/2024,11,7080.75
Austria,11/04/2024,12,6655.5
Austria,11/04/2024,13,6477.25
Austria,11/04/2024,14,6230
Austria,11/04/2024,15,6188.5
Austria,11/04/2024,16,6177.5
Austria,11/04/2024,17,6389.5
Austria,11/04/2024,18,6796.5
Austria,11/04/2024,19,7123.75
Austria,11/04/2024,20,7111.75
Austria,11/04/2024,21,6562.25
Austria,11/04/2024,22,6214
Austria,11/04/2024,23,5738
Austria,11/05/2024,0,4994.5
Austria,11/05/2024,1,4695
Austria,11/05/2024,2,4585.75
Austria,11/05/2024,3,4430.75
Austria,11/05/2024,4,4480.25
Austria,11/05/2024,5,4705.5
Austria,11/05/2024,6,4851.5
Austria,11/05/2024,7,4866.5
Austria,11/05/2024,8,4989.5
Austria,11/05/2024,9,5098.5
Austria,11/05/2024,10,5167
Austria,11/05/2024,11,5302
Austria,11/05/2024,12,5242
Austria,11/05/2024,13,5150
Austria,11/05/2024,14,5010
Austria,11/05/2024,15,5056.5
Austria,11/05/2024,16,5060.25
Austria,11/05/2024,17,5132.25
Austria,11/05/2024,18,5262.25
Austria,11/05/2024,19,5550.75
Austria,11/05/2024,20,5703.75
Austria,11/05/2024,21,5602.25
Austria,11/05/2024,22,5350
Austria,11/05/2024,23,4970.75
Austria,11/06/2024,0,5530.75
Austria,11/06/2024,1,5227.5
Austria,11/06/2024,2,5104.75
Austria,11/06/2024,3,4995.25
Austria,11/06/2024,4,5096.5
Austria,11/06/2024,5,5666.25
Austria,11/06/2024,6,6679
Austria,11/06/2024,7,7387
Austria,11/06/2024,8,7808.75
Austria,11/06/2024,9,7954.5
Austria,11/06/2024,10,7985
Austria,11/06/2024,11,7869.25
Austria,11/06/2024,12,7655.75
Austria,11/06/2024,13,7572.25
Austria,11/06/2024,14,7417.75
Austria,11/06/2024,15,7225.75
Austria,11/06/2024,16,7188
Austria,11/06/2024,17,7257.75
Austria,11/06/2024,18,7274.25
Austria,11/06/2024,19,7175
Austria,11/06/2024,20,6911.5
Austria,11/06/2024,21,6556
Austria,11/06/2024,22,6179
Austria,11/06/2024,23,5690.75
Austria,11/07/2024,0,5728
Austria,11/07/2024,1,5437.5
Austria,11/07/2024,2,5295
Austria,11/07/2024,3,5199.75
