Day ahead hourly load ,,,
MW ,,,
ENTSO-E ,,,
country,date,hour,Value
Austria,06/01/2024,23,5725
Austria,07/01/2024,0,5781
Austria,07/01/2024,1,5590
Austria,07/01/2024,2,5485
Austria,07/01/2024,3,5333
Austria,07/01/2024,4,5347
Austria,07/01/2024,5,5461
Austria,07/01/2024,6,5547
Austria,07/01/2024,7,5812
Austria,07/01/2024,8,6206
Austria,07/01/2024,9,6614
Austria,07/01/2024,10,6855
Austria,07/01/2024,11,6961
Austria,07/01/2024,12,6871
Austria,07/01/2024,13,6650
Austria,07/01/2024,14,6488
Austria,07/01/2024,15,6554
Austria,07/01/2024,16,6781
Austria,07/01/2024,17,7103
Austria,07/01/2024,18,7126
Austria,07/01/2024,19,6879
Austria,07/01/2024,20,6592
Austria,07/01/2024,21,6279
Austria,07/01/2024,22,6328
Austria,07/01/2024,23,5955
Austria,08/01/2024,0,5901
Austria,08/01/2024,1,5706
Austria,08/01/2024,2,5654
Austria,08/01/2024,3,5597
Austria,08/01/2024,4,5789
Austria,08/01/2024,5,6382
Austria,08/01/2024,6,7428
Austria,08/01/2024,7,8282
Austria,08/01/2024,8,8707
Austria,08/01/2024,9,8740
Austria,08/01/2024,10,8623
Austria,08/01/2024,11,8497
Austria,08/01/2024,12,8276
Austria,08/01/2024,13,8164
Austria,08/01/2024,14,8149
Austria,08/01/2024,15,8293
Austria,08/01/2024,16,8528
Austria,08/01/2024,17,8728
Austria,08/01/2024,18,8666
Austria,08/01/2024,19,8323
Austria,08/01/2024,20,7815
Austria,08/01/2024,21,7276
Austria,08/01/2024,22,7078
Austria,08/01/2024,23,6580
Austria,09/01/2024,0,6544
Austria,09/01/2024,1,6283
Austria,09/01/2024,2,6205
Austria,09/01/2024,3,6150
Austria,09/01/2024,4,6355
Austria,09/01/2024,5,7051
Austria,09/01/2024,6,8147
Austria,09/01/2024,7,9041
Austria,09/01/2024,8,9400
Austria,09/01/2024,9,9332
Austria,09/01/2024,10,9245
Austria,09/01/2024,11,9132
Austria,09/01/2024,12,8988
Austria,09/01/2024,13,8832
Austria,09/01/2024,14,8729
Austria,09/01/2024,15,8777
Austria,09/01/2024,16,8968
Austria,09/01/2024,17,9160
Austria,09/01/2024,18,9052
Austria,09/01/2024,19,8702
Austria,09/01/2024,20,8169
Austria,09/01/2024,21,7635
Austria,09/01/2024,22,7435
Austria,09/01/2024,23,6938
Austria,10/01/2024,0,6883
Austria,10/01/2024,1,6611
Austria,10/01/2024,2,6536
Austria,10/01/2024,3,6489
Austria,10/01/2024,4,6675
Austria,10/01/2024,5,7341
Austria,10/01/2024,6,8395
Austria,10/01/2024,7,9302
Austria,10/01/2024,8,9661
Austria,10/01/2024,9,9619
Austria,10/01/2024,10,9523
Austria,10/01/2024,11,9391
Austria,10/01/2024,12,9209
Austria,10/01/2024,13,9119
Austria,10/01/2024,14,9089
Austria,10/01/2024,15,9169
Austria,10/01/2024,16,9398
Austria,10/01/2024,17,9641
Austria,10/01/2024,18,9539
Austria,10/01/2024,19,9148
Austria,10/01/2024,20,8575
Austria,10/01/2024,21,7969
Austria,10/01/2024,22,7734
Austria,10/01/2024,23,7233
Austria,11/01/2024,0,6953
Austria,11/01/2024,1,6693
Austria,11/01/2024,2,6600
Austria,11/01/2024,3,6527
Austria,11/01/2024,4,6705
Austria,11/01/2024,5,7362
Austria,11/01/2024,6,8425
Austria,11/01/2024,7,9326
Austria,11/01/2024,8,9722
Austria,11/01/2024,9,9709
Austria,11/01/2024,10,9600
Austria,11/01/2024,11,9477
Austria,11/01/2024,12,9356
Austria,11/01/2024,13,9204
Austria,11/01/2024,14,9156
Austria,11/01/2024,15,9212
Austria,11/01/2024,16,9411
Austria,11/01/2024,17,9643
Austria,11/01/2024,18,9543
Austria,11/01/2024,19,9149
Austria,11/01/2024,20,8578
Austria,11/01/2024,21,7963
Austria,11/01/2024,22,7711
Austria,11/01/2024,23,7209
Austria,12/01/2024,0,6597
Austria,12/01/2024,1,6328
Austria,12/01/2024,2,6210
Austria,12/01/2024,3,6144
Austria,12/01/2024,4,6316
Austria,12/01/2024,5,6890
Austria,12/01/2024,6,7805
Austria,12/01/2024,7,8603
Austria,12/01/2024,8,8998
Austria,12/01/2024,9,9049
Austria,12/01/2024,10,9019
Austria,12/01/2024,11,8904
Austria,12/01/2024,12,8691
Austria,12/01/2024,13,8569
Austria,12/01/2024,14,8445
Austria,12/01/2024,15,8474
Austria,12/01/2024,16,8644
Austria,12/01/2024,17,8880
Austria,12/01/2024,18,8813
Austria,12/01/2024,19,8440
Austria,12/01/2024,20,7928
Austria,12/01/2024,21,7405
Austria,12/01/2024,22,7256
Austria,12/01/2024,23,6819
Austria,13/01/2024,0,6299
Austria,13/01/2024,1,6002
Austria,13/01/2024,2,5877
Austria,13/01/2024,3,5732
Austria,13/01/2024,4,5817
Austria,13/01/2024,5,6098
Austria,13/01/2024,6,6455
Austria,13/01/2024,7,6995
Austria,13/01/2024,8,7456
Austria,13/01/2024,9,7759
Austria,13/01/2024,10,7827
Austria,13/01/2024,11,7790
Austria,13/01/2024,12,7606
Austria,13/01/2024,13,7498
Austria,13/01/2024,14,7391
Austria,13/01/2024,15,7358
Austria,13/01/2024,16,7583
Austria,13/01/2024,17,7830
Austria,13/01/2024,18,7760
Austria,13/01/2024,19,7445
Austria,13/01/2024,20,7057
Austria,13/01/2024,21,6664
Austria,13/01/2024,22,6618
Austria,13/01/2024,23,6248
Austria,14/01/2024,0,6193
Austria,14/01/2024,1,5924
Austria,14/01/2024,2,5833
Austria,14/01/2024,3,5684
Austria,14/01/2024,4,5683
Austria,14/01/2024,5,5836
Austria,14/01/2024,6,6065
Austria,14/01/2024,7,6394
Austria,14/01/2024,8,6823
Austria,14/01/2024,9,7170
Austria,14/01/2024,10,7411
Austria,14/01/2024,11,7485
Austria,14/01/2024,12,7296
Austria,14/01/2024,13,7084
Austria,14/01/2024,14,6871
Austria,14/01/2024,15,6925
Austria,14/01/2024,16,7185
Austria,14/01/2024,17,7570
Austria,14/01/2024,18,7649
Austria,14/01/2024,19,7450
Austria,14/01/2024,20,7095
Austria,14/01/2024,21,6742
Austria,14/01/2024,22,6766
Austria,14/01/2024,23,6453
Austria,15/01/2024,0,6510
Austria,15/01/2024,1,6264
Austria,15/01/2024,2,6190
Austria,15/01/2024,3,6153
Austria,15/01/2024,4,6361
Austria,15/01/2024,5,6953
Austria,15/01/2024,6,8068
Austria,15/01/2024,7,9029
Austria,15/01/2024,8,9447
Austria,15/01/2024,9,9480
Austria,15/01/2024,10,9426
Austria,15/01/2024,11,9350
Austria,15/01/2024,12,9146
Austria,15/01/2024,13,9042
Austria,15/01/2024,14,8997
Austria,15/01/2024,15,9039
Austria,15/01/2024,16,9173
Austria,15/01/2024,17,9340
Austria,15/01/2024,18,9221
Austria,15/01/2024,19,8838
Austria,15/01/2024,20,8268
Austria,15/01/2024,21,7661
Austria,15/01/2024,22,7458
Austria,15/01/2024,23,7036
Austria,16/01/2024,0,6362
Austria,16/01/2024,1,6116
Austria,16/01/2024,2,6040
Austria,16/01/2024,3,5993
Austria,16/01/2024,4,6204
Austria,16/01/2024,5,6802
Austria,16/01/2024,6,7954
Austria,16/01/2024,7,8927
Austria,16/01/2024,8,9357
Austria,16/01/2024,9,9427
Austria,16/01/2024,10,9401
Austria,16/01/2024,11,9344
Austria,16/01/2024,12,9131
Austria,16/01/2024,13,9001
Austria,16/01/2024,14,8878
Austria,16/01/2024,15,8909
Austria,16/01/2024,16,9050
Austria,16/01/2024,17,9249
Austria,16/01/2024,18,9176
Austria,16/01/2024,19,8802
Austria,16/01/2024,20,8243
Austria,16/01/2024,21,7647
Austria,16/01/2024,22,7441
Austria,16/01/2024,23,7014
Austria,17/01/2024,0,6345
Austria,17/01/2024,1,6099
Austria,17/01/2024,2,6020
Austria,17/01/2024,3,5972
Austria,17/01/2024,4,6186
Austria,17/01/2024,5,6790
Austria,17/01/2024,6,7951
Austria,17/01/2024,7,8930
Austria,17/01/2024,8,9358
Austria,17/01/2024,9,9427
Austria,17/01/2024,10,9397
Austria,17/01/2024,11,9341
Austria,17/01/2024,12,9126
Austria,17/01/2024,13,8995
Austria,17/01/2024,14,8874
Austria,17/01/2024,15,8909
Austria,17/01/2024,16,9054
Austria,17/01/2024,17,9254
Austria,17/01/2024,18,9182
Austria,17/01/2024,19,8806
Austria,17/01/2024,20,8244
Austria,17/01/2024,21,7645
Austria,17/01/2024,22,7439
Austria,17/01/2024,23,7013
Austria,18/01/2024,0,6622
Austria,18/01/2024,1,6375
Austria,18/01/2024,2,6283
Austria,18/01/2024,3,6220
Austria,18/01/2024,4,6394
Austria,18/01/2024,5,7044
Austria,18/01/2024,6,8111
Austria,18/01/2024,7,8985
Austria,18/01/2024,8,9416
Austria,18/01/2024,9,9466
Austria,18/01/2024,10,9452
Austria,18/01/2024,11,9327
Austria,18/01/2024,12,9118
Austria,18/01/2024,13,9028
Austria,18/01/2024,14,8938
Austria,18/01/2024,15,8994
Austria,18/01/2024,16,9125
Austria,18/01/2024,17,9309
Austria,18/01/2024,18,9235
Austria,18/01/2024,19,8868
Austria,18/01/2024,20,8327
Austria,18/01/2024,21,7737
Austria,18/01/2024,22,7478
Austria,18/01/2024,23,6971
Austria,19/01/2024,0,6823
Austria,19/01/2024,1,6521
Austria,19/01/2024,2,6409
Austria,19/01/2024,3,6327
Austria,19/01/2024,4,6517
Austria,19/01/2024,5,7170
Austria,19/01/2024,6,8217
Austria,19/01/2024,7,9113
Austria,19/01/2024,8,9523
Austria,19/01/2024,9,9550
Austria,19/01/2024,10,9543
Austria,19/01/2024,11,9392
Austria,19/01/2024,12,9116
Austria,19/01/2024,13,8916
Austria,19/01/2024,14,8793
Austria,19/01/2024,15,8847
Austria,19/01/2024,16,9051
Austria,19/01/2024,17,9281
Austria,19/01/2024,18,9189
Austria,19/01/2024,19,8793
Austria,19/01/2024,20,8261
Austria,19/01/2024,21,7695
Austria,19/01/2024,22,7499
Austria,19/01/2024,23,7036
Austria,20/01/2024,0,6548
Austria,20/01/2024,1,6300
Austria,20/01/2024,2,6168
Austria,20/01/2024,3,6045
Austria,20/01/2024,4,6098
Austria,20/01/2024,5,6359
Austria,20/01/2024,6,6710
Austria,20/01/2024,7,7199
Austria,20/01/2024,8,7725
Austria,20/01/2024,9,8083
Austria,20/01/2024,10,8182
Austria,20/01/2024,11,8163
Austria,20/01/2024,12,7911
Austria,20/01/2024,13,7713
Austria,20/01/2024,14,7529
Austria,20/01/2024,15,7573
Austria,20/01/2024,16,7777
Austria,20/01/2024,17,8071
Austria,20/01/2024,18,8027
Austria,20/01/2024,19,7747
Austria,20/01/2024,20,7386
Austria,20/01/2024,21,6965
Austria,20/01/2024,22,6907
Austria,20/01/2024,23,6494
Austria,21/01/2024,0,6170
Austria,21/01/2024,1,5858
Austria,21/01/2024,2,5776
Austria,21/01/2024,3,5670
Austria,21/01/2024,4,5699
Austria,21/01/2024,5,5865
Austria,21/01/2024,6,6111
Austria,21/01/2024,7,6538
Austria,21/01/2024,8,6926
Austria,21/01/2024,9,7224
Austria,21/01/2024,10,7400
Austria,21/01/2024,11,7501
Austria,21/01/2024,12,7329
Austria,21/01/2024,13,7083
Austria,21/01/2024,14,6912
Austria,21/01/2024,15,6919
Austria,21/01/2024,16,7120
Austria,21/01/2024,17,7534
Austria,21/01/2024,18,7645
Austria,21/01/2024,19,7469
Austria,21/01/2024,20,7164
Austria,21/01/2024,21,6820
Austria,21/01/2024,22,6872
Austria,21/01/2024,23,6531
Austria,22/01/2024,0,6596
Austria,22/01/2024,1,6344
Austria,22/01/2024,2,6260
Austria,22/01/2024,3,6212
Austria,22/01/2024,4,6371
Austria,22/01/2024,5,7018
Austria,22/01/2024,6,8060
Austria,22/01/2024,7,8974
Austria,22/01/2024,8,9388
Austria,22/01/2024,9,9420
Austria,22/01/2024,10,9397
Austria,22/01/2024,11,9268
Austria,22/01/2024,12,9037
Austria,22/01/2024,13,8924
Austria,22/01/2024,14,8829
Austria,22/01/2024,15,8863
Austria,22/01/2024,16,9022
Austria,22/01/2024,17,9215
Austria,22/01/2024,18,9139
Austria,22/01/2024,19,8746
Austria,22/01/2024,20,8209
Austria,22/01/2024,21,7614
Austria,22/01/2024,22,7379
Austria,22/01/2024,23,6970
Austria,23/01/2024,0,6392
Austria,23/01/2024,1,6200
Austria,23/01/2024,2,6108
Austria,23/01/2024,3,6082
Austria,23/01/2024,4,6232
Austria,23/01/2024,5,6755
Austria,23/01/2024,6,7875
Austria,23/01/2024,7,8806
Austria,23/01/2024,8,9222
Austria,23/01/2024,9,9272
Austria,23/01/2024,10,9225
Austria,23/01/2024,11,9105
Austria,23/01/2024,12,8962
Austria,23/01/2024,13,8784
Austria,23/01/2024,14,8710
Austria,23/01/2024,15,8762
Austria,23/01/2024,16,8898
Austria,23/01/2024,17,9085
Austria,23/01/2024,18,8972
Austria,23/01/2024,19,8563
Austria,23/01/2024,20,8031
Austria,23/01/2024,21,7457
Austria,23/01/2024,22,7201
Austria,23/01/2024,23,6739
Austria,24/01/2024,0,6427
Austria,24/01/2024,1,6167
Austria,24/01/2024,2,6064
Austria,24/01/2024,3,5995
Austria,24/01/2024,4,6207
Austria,24/01/2024,5,6880
Austria,24/01/2024,6,8012
Austria,24/01/2024,7,8892
Austria,24/01/2024,8,9215
Austria,24/01/2024,9,9158
Austria,24/01/2024,10,9057
Austria,24/01/2024,11,8989
Austria,24/01/2024,12,8789
Austria,24/01/2024,13,8774
Austria,24/01/2024,14,8668
Austria,24/01/2024,15,8730
Austria,24/01/2024,16,8877
Austria,24/01/2024,17,9058
Austria,24/01/2024,18,8944
Austria,24/01/2024,19,8546
Austria,24/01/2024,20,7982
Austria,24/01/2024,21,7415
Austria,24/01/2024,22,7187
Austria,24/01/2024,23,6798
Austria,25/01/2024,0,6508
Austria,25/01/2024,1,6226
Austria,25/01/2024,2,6127
Austria,25/01/2024,3,6054
Austria,25/01/2024,4,6184
Austria,25/01/2024,5,6756
Austria,25/01/2024,6,7933
Austria,25/01/2024,7,8813
Austria,25/01/2024,8,9135
Austria,25/01/2024,9,9111
Austria,25/01/2024,10,9038
Austria,25/01/2024,11,8927
Austria,25/01/2024,12,8643
Austria,25/01/2024,13,8573
Austria,25/01/2024,14,8523
Austria,25/01/2024,15,8601
Austria,25/01/2024,16,8807
Austria,25/01/2024,17,9023
Austria,25/01/2024,18,8908
Austria,25/01/2024,19,8531
Austria,25/01/2024,20,7995
Austria,25/01/2024,21,7411
Austria,25/01/2024,22,7177
Austria,25/01/2024,23,6714
Austria,26/01/2024,0,6414
Austria,26/01/2024,1,6142
Austria,26/01/2024,2,6023
Austria,26/01/2024,3,6015
Austria,26/01/2024,4,6192
Austria,26/01/2024,5,6802
Austria,26/01/2024,6,7937
Austria,26/01/2024,7,8860
Austria,26/01/2024,8,9254
Austria,26/01/2024,9,9297
Austria,26/01/2024,10,9273
Austria,26/01/2024,11,9173
Austria,26/01/2024,12,8928
Austria,26/01/2024,13,8762
Austria,26/01/2024,14,8632
Austria,26/01/2024,15,8605
Austria,26/01/2024,16,8738
Austria,26/01/2024,17,8927
Austria,26/01/2024,18,8805
Austria,26/01/2024,19,8434
Austria,26/01/2024,20,7891
Austria,26/01/2024,21,7315
Austria,26/01/2024,22,7109
Austria,26/01/2024,23,6674
Austria,27/01/2024,0,6384
Austria,27/01/2024,1,6095
Austria,27/01/2024,2,5948
Austria,27/01/2024,3,5798
Austria,27/01/2024,4,5815
Austria,27/01/2024,5,6070
Austria,27/01/2024,6,6437
Austria,27/01/2024,7,6936
Austria,27/01/2024,8,7370
Austria,27/01/2024,9,7631
Austria,27/01/2024,10,7687
Austria,27/01/2024,11,7592
Austria,27/01/2024,12,7389
Austria,27/01/2024,13,7186
Austria,27/01/2024,14,7041
Austria,27/01/2024,15,7181
Austria,27/01/2024,16,7494
Austria,27/01/2024,17,7813
Austria,27/01/2024,18,7767
Austria,27/01/2024,19,7491
Austria,27/01/2024,20,7105
Austria,27/01/2024,21,6685
Austria,27/01/2024,22,6656
Austria,27/01/2024,23,6242
Austria,28/01/2024,0,6025
Austria,28/01/2024,1,5753
Austria,28/01/2024,2,5644
Austria,28/01/2024,3,5531
Austria,28/01/2024,4,5555
Austria,28/01/2024,5,5731
Austria,28/01/2024,6,5962
Austria,28/01/2024,7,6333
Austria,28/01/2024,8,6699
Austria,28/01/2024,9,6885
Austria,28/01/2024,10,6927
Austria,28/01/2024,11,6809
Austria,28/01/2024,12,6558
Austria,28/01/2024,13,6316
Austria,28/01/2024,14,6240
Austria,28/01/2024,15,6309
Austria,28/01/2024,16,6665
Austria,28/01/2024,17,7131
Austria,28/01/2024,18,7318
Austria,28/01/2024,19,7184
Austria,28/01/2024,20,6893
Austria,28/01/2024,21,6577
Austria,28/01/2024,22,6628
Austria,28/01/2024,23,6252
Austria,29/01/2024,0,6385
Austria,29/01/2024,1,6154
Austria,29/01/2024,2,6069
Austria,29/01/2024,3,6025
Austria,29/01/2024,4,6229
Austria,29/01/2024,5,6915
Austria,29/01/2024,6,8056
Austria,29/01/2024,7,8906
Austria,29/01/2024,8,9202
Austria,29/01/2024,9,9037
Austria,29/01/2024,10,8839
Austria,29/01/2024,11,8645
Austria,29/01/2024,12,8445
Austria,29/01/2024,13,8352
Austria,29/01/2024,14,8383
Austria,29/01/2024,15,8564
Austria,29/01/2024,16,8799
Austria,29/01/2024,17,8998
Austria,29/01/2024,18,8929
Austria,29/01/2024,19,8573
Austria,29/01/2024,20,8060
Austria,29/01/2024,21,7506
Austria,29/01/2024,22,7291
Austria,29/01/2024,23,6830
Austria,30/01/2024,0,6418
Austria,30/01/2024,1,6165
Austria,30/01/2024,2,6118
Austria,30/01/2024,3,6048
Austria,30/01/2024,4,6244
Austria,30/01/2024,5,6873
Austria,30/01/2024,6,8056
Austria,30/01/2024,7,8914
Austria,30/01/2024,8,9142
Austria,30/01/2024,9,8908
Austria,30/01/2024,10,8664
Austria,30/01/2024,11,8425
Austria,30/01/2024,12,8148
Austria,30/01/2024,13,8115
Austria,30/01/2024,14,8177
Austria,30/01/2024,15,8413
Austria,30/01/2024,16,8680
Austria,30/01/2024,17,8943
Austria,30/01/2024,18,8911
Austria,30/01/2024,19,8579
Austria,30/01/2024,20,8087
Austria,30/01/2024,21,7578
Austria,30/01/2024,22,7360
Austria,30/01/2024,23,6896
Austria,31/01/2024,0,6446
Austria,31/01/2024,1,6163
Austria,31/01/2024,2,6102
Austria,31/01/2024,3,6031
Austria,31/01/2024,4,6180
Austria,31/01/2024,5,6888
Austria,31/01/2024,6,8007
Austria,31/01/2024,7,8812
Austria,31/01/2024,8,9096
Austria,31/01/2024,9,8976
Austria,31/01/2024,10,8765
Austria,31/01/2024,11,8597
Austria,31/01/2024,12,8363
Austria,31/01/2024,13,8312
Austria,31/01/2024,14,8263
Austria,31/01/2024,15,8376
Austria,31/01/2024,16,8569
Austria,31/01/2024,17,8846
Austria,31/01/2024,18,8872
Austria,31/01/2024,19,8557
Austria,31/01/2024,20,8019
Austria,31/01/2024,21,7438
Austria,31/01/2024,22,7186
Austria,31/01/2024,23,6782
Austria,01/02/2024,0,6508
Austria,01/02/2024,1,6248
Austria,01/02/2024,2,6159
Austria,01/02/2024,3,6108
Austria,01/02/2024,4,6300
Austria,01/02/2024,5,6910
Austria,01/02/2024,6,8049
Austria,01/02/2024,7,8911
Austria,01/02/2024,8,9260
Austria,01/02/2024,9,9260
Austria,01/02/2024,10,9132
Austria,01/02/2024,11,9006
Austria,01/02/2024,12,8749
Austria,01/02/2024,13,8585
Austria,01/02/2024,14,8470
Austria,01/02/2024,15,8546
Austria,01/02/2024,16,8740
Austria,01/02/2024,17,8972
Austria,01/02/2024,18,8909
Austria,01/02/2024,19,8546
Austria,01/02/2024,20,8008
Austria,01/02/2024,21,7408
Austria,01/02/2024,22,7174
Austria,01/02/2024,23,6659
Austria,02/02/2024,0,6355
Austria,02/02/2024,1,6064
Austria,02/02/2024,2,5954
Austria,02/02/2024,3,5901
Austria,02/02/2024,4,6090
Austria,02/02/2024,5,6755
Austria,02/02/2024,6,7853
Austria,02/02/2024,7,8725
Austria,02/02/2024,8,9043
Austria,02/02/2024,9,9022
Austria,02/02/2024,10,8919
Austria,02/02/2024,11,8819
Austria,02/02/2024,12,8550
Austria,02/02/2024,13,8312
Austria,02/02/2024,14,8279
Austria,02/02/2024,15,8378
Austria,02/02/2024,16,8538
Austria,02/02/2024,17,8776
Austria,02/02/2024,18,8721
Austria,02/02/2024,19,8379
Austria,02/02/2024,20,7845
Austria,02/02/2024,21,7267
Austria,02/02/2024,22,7056
Austria,02/02/2024,23,6616
Austria,03/02/2024,0,6231
Austria,03/02/2024,1,5999
Austria,03/02/2024,2,5872
Austria,03/02/2024,3,5720
Austria,03/02/2024,4,5745
Austria,03/02/2024,5,6009
Austria,03/02/2024,6,6409
Austria,03/02/2024,7,6820
Austria,03/02/2024,8,7197
Austria,03/02/2024,9,7350
Austria,03/02/2024,10,7330
Austria,03/02/2024,11,7220
Austria,03/02/2024,12,6933
Austria,03/02/2024,13,6700
Austria,03/02/2024,14,6610
Austria,03/02/2024,15,6740
Austria,03/02/2024,16,7074
Austria,03/02/2024,17,7466
Austria,03/02/2024,18,7446
Austria,03/02/2024,19,7170
Austria,03/02/2024,20,6771
Austria,03/02/2024,21,6377
Austria,03/02/2024,22,6339
Austria,03/02/2024,23,5942
Austria,04/02/2024,0,5544
Austria,04/02/2024,1,5245
Austria,04/02/2024,2,5206
Austria,04/02/2024,3,5168
Austria,04/02/2024,4,5185
Austria,04/02/2024,5,5370
Austria,04/02/2024,6,5672
Austria,04/02/2024,7,5930
Austria,04/02/2024,8,6196
Austria,04/02/2024,9,6357
Austria,04/02/2024,10,6434
Austria,04/02/2024,11,6443
Austria,04/02/2024,12,6280
Austria,04/02/2024,13,6056
Austria,04/02/2024,14,5964
Austria,04/02/2024,15,6141
Austria,04/02/2024,16,6422
Austria,04/02/2024,17,6871
Austria,04/02/2024,18,7034
Austria,04/02/2024,19,6937
Austria,04/02/2024,20,6636
Austria,04/02/2024,21,6348
Austria,04/02/2024,22,6392
Austria,04/02/2024,23,6018
Austria,05/02/2024,0,5943
Austria,05/02/2024,1,5798
Austria,05/02/2024,2,5739
Austria,05/02/2024,3,5684
Austria,05/02/2024,4,5803
Austria,05/02/2024,5,6488
Austria,05/02/2024,6,7663
Austria,05/02/2024,7,8515
Austria,05/02/2024,8,8753
Austria,05/02/2024,9,8618
Austria,05/02/2024,10,8434
Austria,05/02/2024,11,8247
Austria,05/02/2024,12,7960
Austria,05/02/2024,13,7872
Austria,05/02/2024,14,7849
Austria,05/02/2024,15,8016
Austria,05/02/2024,16,8250
Austria,05/02/2024,17,8537
Austria,05/02/2024,18,8542
Austria,05/02/2024,19,8214
Austria,05/02/2024,20,7677
Austria,05/02/2024,21,7118
Austria,05/02/2024,22,6867
Austria,05/02/2024,23,6391
Austria,06/02/2024,0,6061
Austria,06/02/2024,1,5810
Austria,06/02/2024,2,5704
Austria,06/02/2024,3,5611
Austria,06/02/2024,4,5807
